Year;Group;Species;Temperature;Replicate;Date;Germinated seeds;Germinated seeds per replicate
2020;Balmat / Bruyat / Burot;salviifolius;Controle;1;13/02/2020;0;0
2020;Balmat / Bruyat / Burot;salviifolius;Controle;1;17/02/2020;1;1
2020;Balmat / Bruyat / Burot;salviifolius;Controle;1;02/03/2020;0;0
2020;Balmat / Bruyat / Burot;salviifolius;Controle;1;06/03/2020;0;0
2020;Balmat / Bruyat / Burot;salviifolius;100;1;06/02/2020;5;5
2020;Balmat / Bruyat / Burot;salviifolius;100;1;11/02/2020;2;2
2020;Balmat / Bruyat / Burot;salviifolius;100;1;13/02/2020;2;2
2020;Balmat / Bruyat / Burot;salviifolius;100;1;17/02/2020;1;1
2020;Balmat / Bruyat / Burot;salviifolius;100;1;02/03/2020;0;0
2020;Balmat / Bruyat / Burot;salviifolius;100;1;06/03/2020;0;0
2020;Balmat / Bruyat / Burot;salviifolius;120;1;06/02/2020;4;4
2020;Balmat / Bruyat / Burot;salviifolius;120;1;11/02/2020;3;3
2020;Balmat / Bruyat / Burot;salviifolius;120;1;13/02/2020;1;1
2020;Balmat / Bruyat / Burot;salviifolius;120;1;17/02/2020;5;5
2020;Balmat / Bruyat / Burot;salviifolius;120;1;02/03/2020;0;0
2020;Balmat / Bruyat / Burot;salviifolius;120;1;06/03/2020;0;0
2020;Balmat / Bruyat / Burot;salviifolius;150;1;06/02/2020;0;0
2020;Balmat / Bruyat / Burot;salviifolius;150;1;11/02/2020;6;6
2020;Balmat / Bruyat / Burot;salviifolius;150;1;13/02/2020;0;0
2020;Balmat / Bruyat / Burot;salviifolius;150;1;17/02/2020;4;4
2020;Balmat / Bruyat / Burot;salviifolius;150;1;02/03/2020;0;0
2020;Balmat / Bruyat / Burot;salviifolius;150;1;06/03/2020;0;0
2020;Delguste/Sanseau/Fouillet;monspeliensis;150;1;06/02/2020;0;0
2020;Delguste/Sanseau/Fouillet;monspeliensis;150;1;10/02/2020;0;0
2020;Delguste/Sanseau/Fouillet;monspeliensis;150;1;12/02/2020;0;0
2020;Delguste/Sanseau/Fouillet;monspeliensis;150;1;14/02/2020;0;0
2020;Delguste/Sanseau/Fouillet;monspeliensis;150;1;17/02/2020;0;0
2020;Delguste/Sanseau/Fouillet;monspeliensis;150;1;19/02/2020;0;0
2020;Delguste/Sanseau/Fouillet;monspeliensis;150;1;21/02/2020;0;0
2020;Delguste/Sanseau/Fouillet;monspeliensis;150;1;02/03/2020;0;0
2020;Delguste/Sanseau/Fouillet;monspeliensis;120;1;06/02/2020;0;0
2020;Delguste/Sanseau/Fouillet;monspeliensis;120;1;10/02/2020;6;6
2020;Delguste/Sanseau/Fouillet;monspeliensis;120;1;12/02/2020;0;0
2020;Delguste/Sanseau/Fouillet;monspeliensis;120;1;14/02/2020;2;2
2020;Delguste/Sanseau/Fouillet;monspeliensis;120;1;17/02/2020;5;5
2020;Delguste/Sanseau/Fouillet;monspeliensis;120;1;19/02/2020;0;0
2020;Delguste/Sanseau/Fouillet;monspeliensis;120;1;21/02/2020;0;0
2020;Delguste/Sanseau/Fouillet;monspeliensis;120;1;02/03/2020;0;0
2020;Delguste/Sanseau/Fouillet;monspeliensis;100;1;06/02/2020;0;0
2020;Delguste/Sanseau/Fouillet;monspeliensis;100;1;10/02/2020;3;3
2020;Delguste/Sanseau/Fouillet;monspeliensis;100;1;12/02/2020;1;1
2020;Delguste/Sanseau/Fouillet;monspeliensis;100;1;14/02/2020;6;6
2020;Delguste/Sanseau/Fouillet;monspeliensis;100;1;17/02/2020;3;3
2020;Delguste/Sanseau/Fouillet;monspeliensis;100;1;19/02/2020;0;0
2020;Delguste/Sanseau/Fouillet;monspeliensis;100;1;21/02/2020;0;0
2020;Delguste/Sanseau/Fouillet;monspeliensis;100;1;02/03/2020;0;0
2020;Delguste/Sanseau/Fouillet;monspeliensis;Controle;1;06/02/2020;0;0
2020;Delguste/Sanseau/Fouillet;monspeliensis;Controle;1;10/02/2020;0;0
2020;Delguste/Sanseau/Fouillet;monspeliensis;Controle;1;12/02/2020;0;0
2020;Delguste/Sanseau/Fouillet;monspeliensis;Controle;1;14/02/2020;0;0
2020;Delguste/Sanseau/Fouillet;monspeliensis;Controle;1;17/02/2020;0;0
2020;Delguste/Sanseau/Fouillet;monspeliensis;Controle;1;19/02/2020;0;0
2020;Delguste/Sanseau/Fouillet;monspeliensis;Controle;1;21/02/2020;0;0
2020;Delguste/Sanseau/Fouillet;monspeliensis;Controle;1;02/03/2020;0;0
2020;Mignot/Janeau/Sokolowski;monspeliensis;Controle;1;07/02/2020;0;0
2020;Mignot/Janeau/Sokolowski;monspeliensis;Controle;1;11/02/2020;0;0
2020;Mignot/Janeau/Sokolowski;monspeliensis;Controle;1;14/02/2020;0;0
2020;Mignot/Janeau/Sokolowski;monspeliensis;Controle;1;17/02/2020;0;0
2020;Mignot/Janeau/Sokolowski;monspeliensis;Controle;1;21/02/2020;0;0
2020;Mignot/Janeau/Sokolowski;monspeliensis;Controle;1;03/03/2020;0;0
2020;Mignot/Janeau/Sokolowski;monspeliensis;Controle;1;06/03/2020;0;0
2020;Mignot/Janeau/Sokolowski;monspeliensis;100;1;07/02/2020;0;0
2020;Mignot/Janeau/Sokolowski;monspeliensis;100;1;11/02/2020;0;0
2020;Mignot/Janeau/Sokolowski;monspeliensis;100;1;14/02/2020;0;0
2020;Mignot/Janeau/Sokolowski;monspeliensis;100;1;17/02/2020;4;4
2020;Mignot/Janeau/Sokolowski;monspeliensis;100;1;21/02/2020;7;7
2020;Mignot/Janeau/Sokolowski;monspeliensis;100;1;03/03/2020;1;1
2020;Mignot/Janeau/Sokolowski;monspeliensis;100;1;06/03/2020;0;0
2020;Mignot/Janeau/Sokolowski;monspeliensis;120;1;07/02/2020;0;0
2020;Mignot/Janeau/Sokolowski;monspeliensis;120;1;11/02/2020;0;0
2020;Mignot/Janeau/Sokolowski;monspeliensis;120;1;14/02/2020;0;0
2020;Mignot/Janeau/Sokolowski;monspeliensis;120;1;17/02/2020;2;2
2020;Mignot/Janeau/Sokolowski;monspeliensis;120;1;21/02/2020;7;7
2020;Mignot/Janeau/Sokolowski;monspeliensis;120;1;03/03/2020;1;1
2020;Mignot/Janeau/Sokolowski;monspeliensis;120;1;06/03/2020;1;1
2020;Mignot/Janeau/Sokolowski;monspeliensis;150;1;07/02/2020;0;0
2020;Mignot/Janeau/Sokolowski;monspeliensis;150;1;11/02/2020;0;0
2020;Mignot/Janeau/Sokolowski;monspeliensis;150;1;14/02/2020;0;0
2020;Mignot/Janeau/Sokolowski;monspeliensis;150;1;17/02/2020;0;0
2020;Mignot/Janeau/Sokolowski;monspeliensis;150;1;21/02/2020;0;0
2020;Mignot/Janeau/Sokolowski;monspeliensis;150;1;03/03/2020;2;2
2020;Mignot/Janeau/Sokolowski;monspeliensis;150;1;06/03/2020;0;0
2020;CHEBANCE / BARROT;albidus;Controle;1;10/02/2020;1;1
2020;CHEBANCE / BARROT;albidus;Controle;1;26/02/2020;1;1
2020;CHEBANCE / BARROT;albidus;100;1;13/02/2020;1;1
2020;CHEBANCE / BARROT;albidus;100;1;17/02/2020;1;1
2020;CHEBANCE / BARROT;albidus;100;1;26/02/2020;5;5
2020;CHEBANCE / BARROT;albidus;100;1;02/03/2020;2;2
2020;CHEBANCE / BARROT;albidus;120;1;10/02/2020;1;1
2020;CHEBANCE / BARROT;albidus;120;1;13/02/2020;2;2
2020;CHEBANCE / BARROT;albidus;120;1;17/02/2020;1;1
2020;CHEBANCE / BARROT;albidus;120;1;20/02/2020;2;2
2020;CHEBANCE / BARROT;albidus;120;1;26/02/2020;5;5
2020;CHEBANCE / BARROT;albidus;150;1;06/03/2020;1;1
2020;CHEBANCE / BARROT;albidus;150;1;09/03/2020;1;1
2020;SEVESSAND/FOYOT/RAGOT;salviifolius;Controle;1;06/02/2020;3;3
2020;SEVESSAND/FOYOT/RAGOT;salviifolius;Controle;1;10/02/2020;7;7
2020;SEVESSAND/FOYOT/RAGOT;salviifolius;100;1;06/02/2020;1;1
2020;SEVESSAND/FOYOT/RAGOT;salviifolius;100;1;10/02/2020;3;3
2020;SEVESSAND/FOYOT/RAGOT;salviifolius;100;1;14/02/2020;1;1
2020;SEVESSAND/FOYOT/RAGOT;salviifolius;100;1;17/02/2020;1;1
2020;SEVESSAND/FOYOT/RAGOT;salviifolius;120;1;10/02/2020;1;1
2020;SEVESSAND/FOYOT/RAGOT;salviifolius;120;1;14/02/2020;1;1
2020;SEVESSAND/FOYOT/RAGOT;salviifolius;120;1;17/02/2020;1;1
2020;SEVESSAND/FOYOT/RAGOT;salviifolius;150;1;10/02/2020;1;1
2020;SEVESSAND/FOYOT/RAGOT;salviifolius;150;1;17/02/2020;1;1
2020;GIACOMONI/COLEN€ON/GALVIN;salviifolius;Controle;1;06/02/2020;1;1
2020;GIACOMONI/COLEN€ON/GALVIN;salviifolius;Controle;1;10/02/2020;3;3
2020;GIACOMONI/COLEN€ON/GALVIN;salviifolius;Controle;1;13/02/2020;3;3
2020;GIACOMONI/COLEN€ON/GALVIN;salviifolius;Controle;1;18/02/2020;1;1
2020;GIACOMONI/COLEN€ON/GALVIN;salviifolius;Controle;1;02/03/2020;1;1
2020;GIACOMONI/COLEN€ON/GALVIN;salviifolius;Controle;1;08/03/2020;0;0
2020;GIACOMONI/COLEN€ON/GALVIN;salviifolius;100;1;06/02/2020;4;4
2020;GIACOMONI/COLEN€ON/GALVIN;salviifolius;100;1;10/02/2020;3;3
2020;GIACOMONI/COLEN€ON/GALVIN;salviifolius;100;1;13/02/2020;2;2
2020;GIACOMONI/COLEN€ON/GALVIN;salviifolius;100;1;18/02/2020;1;1
2020;GIACOMONI/COLEN€ON/GALVIN;salviifolius;100;1;02/03/2020;1;1
2020;GIACOMONI/COLEN€ON/GALVIN;salviifolius;100;1;08/03/2020;0;0
2020;GIACOMONI/COLEN€ON/GALVIN;salviifolius;120;1;06/02/2020;0;0
2020;GIACOMONI/COLEN€ON/GALVIN;salviifolius;120;1;10/02/2020;2;2
2020;GIACOMONI/COLEN€ON/GALVIN;salviifolius;120;1;13/02/2020;1;1
2020;GIACOMONI/COLEN€ON/GALVIN;salviifolius;120;1;18/02/2020;3;3
2020;GIACOMONI/COLEN€ON/GALVIN;salviifolius;120;1;02/03/2020;0;0
2020;GIACOMONI/COLEN€ON/GALVIN;salviifolius;120;1;08/03/2020;0;0
2020;GIACOMONI/COLEN€ON/GALVIN;salviifolius;150;1;06/02/2020;0;0
2020;GIACOMONI/COLEN€ON/GALVIN;salviifolius;150;1;10/02/2020;0;0
2020;GIACOMONI/COLEN€ON/GALVIN;salviifolius;150;1;13/02/2020;0;0
2020;GIACOMONI/COLEN€ON/GALVIN;salviifolius;150;1;18/02/2020;0;0
2020;GIACOMONI/COLEN€ON/GALVIN;salviifolius;150;1;02/03/2020;1;1
2020;GIACOMONI/COLEN€ON/GALVIN;salviifolius;150;1;08/03/2020;0;0
2020;SCHALTEGGER/DELCAMP;salviifolius;Controle;1;07/02/2020;2;2
2020;SCHALTEGGER/DELCAMP;salviifolius;Controle;1;10/02/2020;3;3
2020;SCHALTEGGER/DELCAMP;salviifolius;Controle;1;12/02/2020;3;3
2020;SCHALTEGGER/DELCAMP;salviifolius;Controle;1;13/02/2020;0;0
2020;SCHALTEGGER/DELCAMP;salviifolius;Controle;1;17/02/2020;0;0
2020;SCHALTEGGER/DELCAMP;salviifolius;Controle;1;19/02/2020;2;2
2020;SCHALTEGGER/DELCAMP;salviifolius;100;1;07/02/2020;3;3
2020;SCHALTEGGER/DELCAMP;salviifolius;100;1;10/02/2020;4;4
2020;SCHALTEGGER/DELCAMP;salviifolius;100;1;12/02/2020;0;0
2020;SCHALTEGGER/DELCAMP;salviifolius;100;1;13/02/2020;1;1
2020;SCHALTEGGER/DELCAMP;salviifolius;100;1;17/02/2020;1;1
2020;SCHALTEGGER/DELCAMP;salviifolius;100;1;19/02/2020;0;0
2020;SCHALTEGGER/DELCAMP;salviifolius;120;1;07/02/2020;0;0
2020;SCHALTEGGER/DELCAMP;salviifolius;120;1;10/02/2020;1;1
2020;SCHALTEGGER/DELCAMP;salviifolius;120;1;12/02/2020;2;2
2020;SCHALTEGGER/DELCAMP;salviifolius;120;1;13/02/2020;1;1
2020;SCHALTEGGER/DELCAMP;salviifolius;120;1;17/02/2020;1;1
2020;SCHALTEGGER/DELCAMP;salviifolius;120;1;19/02/2020;2;2
2020;SCHALTEGGER/DELCAMP;salviifolius;150;1;07/02/2020;0;0
2020;SCHALTEGGER/DELCAMP;salviifolius;150;1;10/02/2020;0;0
2020;SCHALTEGGER/DELCAMP;salviifolius;150;1;12/02/2020;0;0
2020;SCHALTEGGER/DELCAMP;salviifolius;150;1;13/02/2020;0;0
2020;SCHALTEGGER/DELCAMP;salviifolius;150;1;17/02/2020;0;0
2020;SCHALTEGGER/DELCAMP;salviifolius;150;1;19/02/2020;1;1
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;Controle;1;05/02/2020;0;0
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;Controle;1;07/02/2020;0;0
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;Controle;1;10/02/2020;0;0
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;Controle;1;12/02/2020;0;0
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;Controle;1;14/02/2020;0;0
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;Controle;1;17/02/2020;0;0
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;Controle;1;19/02/2020;0;0
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;Controle;1;21/02/2020;0;0
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;Controle;1;02/03/2020;0;0
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;Controle;1;06/03/2020;0;0
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;100;1;05/02/2020;0;0
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;100;1;07/02/2020;0;0
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;100;1;10/02/2020;0;0
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;100;1;12/02/2020;0;0
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;100;1;14/02/2020;3;3
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;100;1;17/02/2020;2;2
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;100;1;19/02/2020;3;3
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;100;1;21/02/2020;1;1
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;100;1;02/03/2020;4;4
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;100;1;06/03/2020;0;0
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;120;1;05/02/2020;0;0
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;120;1;07/02/2020;0;0
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;120;1;10/02/2020;1;1
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;120;1;12/02/2020;2;2
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;120;1;14/02/2020;2;2
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;120;1;17/02/2020;8;8
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;120;1;19/02/2020;0;0
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;120;1;21/02/2020;0;0
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;120;1;02/03/2020;1;1
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;120;1;06/03/2020;0;0
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;150;1;05/02/2020;0;0
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;150;1;07/02/2020;0;0
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;150;1;10/02/2020;0;0
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;150;1;12/02/2020;0;0
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;150;1;14/02/2020;0;0
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;150;1;17/02/2020;0;0
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;150;1;19/02/2020;0;0
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;150;1;21/02/2020;0;0
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;150;1;02/03/2020;0;0
2020;RICHARD Baptiste / MARCHOIS Julie;monspeliensis;150;1;06/03/2020;1;1
2020;Granet / Hennebert / Villiot;salviifolius;Controle;1;06/02/2020;4;4
2020;Granet / Hennebert / Villiot;salviifolius;Controle;1;10/02/2020;1;1
2020;Granet / Hennebert / Villiot;salviifolius;Controle;1;13/02/2020;0;0
2020;Granet / Hennebert / Villiot;salviifolius;Controle;1;20/02/2020;0;0
2020;Granet / Hennebert / Villiot;salviifolius;Controle;1;27/02/2020;1;1
2020;Granet / Hennebert / Villiot;salviifolius;Controle;1;02/03/2020;0;0
2020;Granet / Hennebert / Villiot;salviifolius;Controle;1;10/03/2020;0;0
2020;Granet / Hennebert / Villiot;salviifolius;100;1;06/02/2020;7;7
2020;Granet / Hennebert / Villiot;salviifolius;100;1;10/02/2020;5;5
2020;Granet / Hennebert / Villiot;salviifolius;100;1;13/02/2020;1;1
2020;Granet / Hennebert / Villiot;salviifolius;100;1;20/02/2020;1;1
2020;Granet / Hennebert / Villiot;salviifolius;100;1;27/02/2020;1;1
2020;Granet / Hennebert / Villiot;salviifolius;100;1;02/03/2020;0;0
2020;Granet / Hennebert / Villiot;salviifolius;100;1;10/03/2020;0;0
2020;Granet / Hennebert / Villiot;salviifolius;120;1;06/02/2020;6;6
2020;Granet / Hennebert / Villiot;salviifolius;120;1;10/02/2020;5;5
2020;Granet / Hennebert / Villiot;salviifolius;120;1;13/02/2020;0;0
2020;Granet / Hennebert / Villiot;salviifolius;120;1;20/02/2020;1;1
2020;Granet / Hennebert / Villiot;salviifolius;120;1;27/02/2020;1;1
2020;Granet / Hennebert / Villiot;salviifolius;120;1;02/03/2020;0;0
2020;Granet / Hennebert / Villiot;salviifolius;120;1;10/03/2020;0;0
2020;Granet / Hennebert / Villiot;salviifolius;150;1;06/02/2020;2;2
2020;Granet / Hennebert / Villiot;salviifolius;150;1;10/02/2020;3;3
2020;Granet / Hennebert / Villiot;salviifolius;150;1;13/02/2020;2;2
2020;Granet / Hennebert / Villiot;salviifolius;150;1;20/02/2020;2;2
2020;Granet / Hennebert / Villiot;salviifolius;150;1;27/02/2020;1;1
2020;Granet / Hennebert / Villiot;salviifolius;150;1;02/03/2020;0;0
2020;Granet / Hennebert / Villiot;salviifolius;150;1;10/03/2020;1;1
2020;Hervo / Delprat / Matsoumba;albidus;Controle;1;10/02/2020;0;0
2020;Hervo / Delprat / Matsoumba;albidus;Controle;1;12/02/2020;0;0
2020;Hervo / Delprat / Matsoumba;albidus;Controle;1;13/02/2020;0;0
2020;Hervo / Delprat / Matsoumba;albidus;Controle;1;14/02/2020;0;0
2020;Hervo / Delprat / Matsoumba;albidus;Controle;1;17/02/2020;1;1
2020;Hervo / Delprat / Matsoumba;albidus;Controle;1;18/02/2020;0;0
2020;Hervo / Delprat / Matsoumba;albidus;Controle;1;19/02/2020;0;0
2020;Hervo / Delprat / Matsoumba;albidus;Controle;1;21/02/2020;0;0
2020;Hervo / Delprat / Matsoumba;albidus;Controle;1;02/03/2020;0;0
2020;Hervo / Delprat / Matsoumba;albidus;Controle;1;04/03/2020;0;0
2020;Hervo / Delprat / Matsoumba;albidus;100;1;06/02/2020;0;0
2020;Hervo / Delprat / Matsoumba;albidus;100;1;10/02/2020;2;2
2020;Hervo / Delprat / Matsoumba;albidus;100;1;12/02/2020;2;2
2020;Hervo / Delprat / Matsoumba;albidus;100;1;13/02/2020;2;2
2020;Hervo / Delprat / Matsoumba;albidus;100;1;14/02/2020;2;2
2020;Hervo / Delprat / Matsoumba;albidus;100;1;17/02/2020;3;3
2020;Hervo / Delprat / Matsoumba;albidus;100;1;18/02/2020;1;1
2020;Hervo / Delprat / Matsoumba;albidus;100;1;19/02/2020;1;1
2020;Hervo / Delprat / Matsoumba;albidus;100;1;21/02/2020;1;1
2020;Hervo / Delprat / Matsoumba;albidus;100;1;02/03/2020;0;0
2020;Hervo / Delprat / Matsoumba;albidus;100;1;04/03/2020;0;0
2020;Hervo / Delprat / Matsoumba;albidus;120;1;06/02/2020;0;0
2020;Hervo / Delprat / Matsoumba;albidus;120;1;10/02/2020;2;2
2020;Hervo / Delprat / Matsoumba;albidus;120;1;12/02/2020;2;2
2020;Hervo / Delprat / Matsoumba;albidus;120;1;13/02/2020;6;6
2020;Hervo / Delprat / Matsoumba;albidus;120;1;14/02/2020;0;0
2020;Hervo / Delprat / Matsoumba;albidus;120;1;17/02/2020;0;0
2020;Hervo / Delprat / Matsoumba;albidus;120;1;18/02/2020;1;1
2020;Hervo / Delprat / Matsoumba;albidus;120;1;19/02/2020;0;0
2020;Hervo / Delprat / Matsoumba;albidus;120;1;21/02/2020;0;0
2020;Hervo / Delprat / Matsoumba;albidus;120;1;02/03/2020;1;1
2020;Hervo / Delprat / Matsoumba;albidus;120;1;04/03/2020;1;1
2020;Hervo / Delprat / Matsoumba;albidus;150;1;06/02/2020;0;0
2020;Hervo / Delprat / Matsoumba;albidus;150;1;10/02/2020;0;0
2020;Hervo / Delprat / Matsoumba;albidus;150;1;12/02/2020;0;0
2020;Hervo / Delprat / Matsoumba;albidus;150;1;13/02/2020;0;0
2020;Hervo / Delprat / Matsoumba;albidus;150;1;14/02/2020;0;0
2020;Hervo / Delprat / Matsoumba;albidus;150;1;17/02/2020;0;0
2020;Hervo / Delprat / Matsoumba;albidus;150;1;18/02/2020;0;0
2020;Hervo / Delprat / Matsoumba;albidus;150;1;19/02/2020;0;0
2020;Hervo / Delprat / Matsoumba;albidus;150;1;21/02/2020;0;0
2020;Hervo / Delprat / Matsoumba;albidus;150;1;02/03/2020;0;0
2020;Hervo / Delprat / Matsoumba;albidus;150;1;04/03/2020;0;0
2020;Gaillard/Perez/Hamburger;albidus;Controle;1;06/02/2020;0;0
2020;Gaillard/Perez/Hamburger;albidus;Controle;1;10/02/2020;0;0
2020;Gaillard/Perez/Hamburger;albidus;Controle;1;12/02/2020;1;1
2020;Gaillard/Perez/Hamburger;albidus;Controle;1;14/02/2020;0;0
2020;Gaillard/Perez/Hamburger;albidus;Controle;1;17/02/2020;0;0
2020;Gaillard/Perez/Hamburger;albidus;Controle;1;21/02/2020;0;0
2020;Gaillard/Perez/Hamburger;albidus;Controle;1;02/03/2020;1;1
2020;Gaillard/Perez/Hamburger;albidus;100;1;06/02/2020;0;0
2020;Gaillard/Perez/Hamburger;albidus;100;1;10/02/2020;5;5
2020;Gaillard/Perez/Hamburger;albidus;100;1;12/02/2020;0;0
2020;Gaillard/Perez/Hamburger;albidus;100;1;14/02/2020;2;2
2020;Gaillard/Perez/Hamburger;albidus;100;1;17/02/2020;2;2
2020;Gaillard/Perez/Hamburger;albidus;100;1;21/02/2020;2;2
2020;Gaillard/Perez/Hamburger;albidus;100;1;02/03/2020;0;0
2020;Gaillard/Perez/Hamburger;albidus;120;1;06/02/2020;0;0
2020;Gaillard/Perez/Hamburger;albidus;120;1;10/02/2020;3;3
2020;Gaillard/Perez/Hamburger;albidus;120;1;12/02/2020;1;1
2020;Gaillard/Perez/Hamburger;albidus;120;1;14/02/2020;3;3
2020;Gaillard/Perez/Hamburger;albidus;120;1;17/02/2020;4;4
2020;Gaillard/Perez/Hamburger;albidus;120;1;21/02/2020;0;0
2020;Gaillard/Perez/Hamburger;albidus;120;1;02/03/2020;1;1
2020;Gaillard/Perez/Hamburger;albidus;150;1;06/02/2020;0;0
2020;Gaillard/Perez/Hamburger;albidus;150;1;10/02/2020;5;5
2020;Gaillard/Perez/Hamburger;albidus;150;1;12/02/2020;0;0
2020;Gaillard/Perez/Hamburger;albidus;150;1;14/02/2020;2;2
2020;Gaillard/Perez/Hamburger;albidus;150;1;17/02/2020;3;3
2020;Gaillard/Perez/Hamburger;albidus;150;1;21/02/2020;1;1
2020;Gaillard/Perez/Hamburger;albidus;150;1;02/03/2020;1;1
2020;Simon/Ben-Ali/Bobillier;albidus;Controle;1;07/02/2020;0;0
2020;Simon/Ben-Ali/Bobillier;albidus;Controle;1;11/02/2020;0;0
2020;Simon/Ben-Ali/Bobillier;albidus;Controle;1;14/02/2020;3;3
2020;Simon/Ben-Ali/Bobillier;albidus;Controle;1;17/02/2020;1;1
2020;Simon/Ben-Ali/Bobillier;albidus;Controle;1;02/03/2020;0;0
2020;Simon/Ben-Ali/Bobillier;albidus;Controle;1;11/03/2020;0;0
2020;Simon/Ben-Ali/Bobillier;albidus;100;1;07/02/2020;0;0
2020;Simon/Ben-Ali/Bobillier;albidus;100;1;11/02/2020;0;0
2020;Simon/Ben-Ali/Bobillier;albidus;100;1;14/02/2020;1;1
2020;Simon/Ben-Ali/Bobillier;albidus;100;1;17/02/2020;4;4
2020;Simon/Ben-Ali/Bobillier;albidus;100;1;02/03/2020;7;7
2020;Simon/Ben-Ali/Bobillier;albidus;100;1;11/03/2020;0;0
2020;Simon/Ben-Ali/Bobillier;albidus;120;1;07/02/2020;0;0
2020;Simon/Ben-Ali/Bobillier;albidus;120;1;11/02/2020;0;0
2020;Simon/Ben-Ali/Bobillier;albidus;120;1;14/02/2020;0;0
2020;Simon/Ben-Ali/Bobillier;albidus;120;1;17/02/2020;2;2
2020;Simon/Ben-Ali/Bobillier;albidus;120;1;02/03/2020;5;5
2020;Simon/Ben-Ali/Bobillier;albidus;120;1;11/03/2020;3;3
2020;Simon/Ben-Ali/Bobillier;albidus;150;1;07/02/2020;0;0
2020;Simon/Ben-Ali/Bobillier;albidus;150;1;11/02/2020;0;0
2020;Simon/Ben-Ali/Bobillier;albidus;150;1;14/02/2020;0;0
2020;Simon/Ben-Ali/Bobillier;albidus;150;1;17/02/2020;0;0
2020;Simon/Ben-Ali/Bobillier;albidus;150;1;02/03/2020;0;0
2020;Simon/Ben-Ali/Bobillier;albidus;150;1;11/03/2020;0;0
2020;Bron/Poitou/Rocheron;monspeliensis;Controle;1;04/02/2020;0;0
2020;Bron/Poitou/Rocheron;monspeliensis;Controle;1;07/02/2020;0;0
2020;Bron/Poitou/Rocheron;monspeliensis;Controle;1;10/02/2020;0;0
2020;Bron/Poitou/Rocheron;monspeliensis;Controle;1;14/02/2020;0;0
2020;Bron/Poitou/Rocheron;monspeliensis;Controle;1;17/02/2020;0;0
2020;Bron/Poitou/Rocheron;monspeliensis;Controle;1;21/02/2020;0;0
2020;Bron/Poitou/Rocheron;monspeliensis;100;1;04/02/2020;0;0
2020;Bron/Poitou/Rocheron;monspeliensis;100;1;07/02/2020;0;0
2020;Bron/Poitou/Rocheron;monspeliensis;100;1;10/02/2020;2;2
2020;Bron/Poitou/Rocheron;monspeliensis;100;1;14/02/2020;4;4
2020;Bron/Poitou/Rocheron;monspeliensis;100;1;17/02/2020;4;4
2020;Bron/Poitou/Rocheron;monspeliensis;100;1;21/02/2020;2;2
2020;Bron/Poitou/Rocheron;monspeliensis;120;1;04/02/2020;0;0
2020;Bron/Poitou/Rocheron;monspeliensis;120;1;07/02/2020;0;0
2020;Bron/Poitou/Rocheron;monspeliensis;120;1;10/02/2020;3;3
2020;Bron/Poitou/Rocheron;monspeliensis;120;1;14/02/2020;2;2
2020;Bron/Poitou/Rocheron;monspeliensis;120;1;17/02/2020;4;4
