Year;Group;Species;Temperature;Replicate;Date;Germinated seeds;Germinated seeds per replicate
2020;Bron/Poitou/Rocheron;monspeliensis;120;1;21/02/2020;0;0
2020;Bron/Poitou/Rocheron;monspeliensis;150;1;04/02/2020;0;0
2020;Bron/Poitou/Rocheron;monspeliensis;150;1;07/02/2020;0;0
2020;Bron/Poitou/Rocheron;monspeliensis;150;1;10/02/2020;0;0
2020;Bron/Poitou/Rocheron;monspeliensis;150;1;14/02/2020;0;0
2020;Bron/Poitou/Rocheron;monspeliensis;150;1;17/02/2020;0;0
2020;Bron/Poitou/Rocheron;monspeliensis;150;1;21/02/2020;0;0
2020;Caup-David / Baimashova;salviifolius;Controle;1;06/02/2020;3;3
2020;Caup-David / Baimashova;salviifolius;Controle;1;07/02/2020;2;2
2020;Caup-David / Baimashova;salviifolius;Controle;1;10/02/2020;1;1
2020;Caup-David / Baimashova;salviifolius;Controle;1;11/02/2020;1;1
2020;Caup-David / Baimashova;salviifolius;Controle;1;14/02/2020;0;0
2020;Caup-David / Baimashova;salviifolius;Controle;1;17/02/2020;0;0
2020;Caup-David / Baimashova;salviifolius;100;1;06/02/2020;6;6
2020;Caup-David / Baimashova;salviifolius;100;1;07/02/2020;1;1
2020;Caup-David / Baimashova;salviifolius;100;1;10/02/2020;3;3
2020;Caup-David / Baimashova;salviifolius;100;1;11/02/2020;0;0
2020;Caup-David / Baimashova;salviifolius;100;1;14/02/2020;1;1
2020;Caup-David / Baimashova;salviifolius;100;1;17/02/2020;0;0
2020;Caup-David / Baimashova;salviifolius;100;1;02/03/2020;1;1
2020;Caup-David / Baimashova;salviifolius;120;1;06/02/2020;0;0
2020;Caup-David / Baimashova;salviifolius;120;1;07/02/2020;0;0
2020;Caup-David / Baimashova;salviifolius;120;1;10/02/2020;3;3
2020;Caup-David / Baimashova;salviifolius;120;1;11/02/2020;0;0
2020;Caup-David / Baimashova;salviifolius;120;1;14/02/2020;0;0
2020;Caup-David / Baimashova;salviifolius;120;1;17/02/2020;0;0
2020;Caup-David / Baimashova;salviifolius;120;1;02/03/2020;0;0
2020;Caup-David / Baimashova;salviifolius;150;1;06/02/2020;0;0
2020;Caup-David / Baimashova;salviifolius;150;1;07/02/2020;0;0
2020;Caup-David / Baimashova;salviifolius;150;1;10/02/2020;3;3
2020;Caup-David / Baimashova;salviifolius;150;1;11/02/2020;0;0
2020;Caup-David / Baimashova;salviifolius;150;1;14/02/2020;0;0
2020;Caup-David / Baimashova;salviifolius;150;1;17/02/2020;1;1
2020;Caup-David / Baimashova;salviifolius;150;1;02/03/2020;0;0
